"","plot","species","size","group","method","elev"
"2043","W7","Eristalis tenax",15,"hoverflies","malaise traps",2017
"2044","WmA2","Eristalis tenax",15,"hoverflies","malaise traps",1240
"2045","WmA3","Eristalis tenax",15,"hoverflies","malaise traps",1423
"2046","WmA5","Eristalis tenax",15,"hoverflies","malaise traps",2034
"2047","WmB1","Eristalis tenax",15,"hoverflies","malaise traps",962
"2048","WmB3","Eristalis tenax",15,"hoverflies","malaise traps",1418
"2049","WmB4","Eristalis tenax",15,"hoverflies","malaise traps",1654
"2050","WmB5","Eristalis tenax",15,"hoverflies","malaise traps",1812
"2051","W2","Erynnis tages",13.5,"butterflies","malaise traps",1016
"2052","HO1","Eumerus consimilis",6.35,"hoverflies","malaise traps",828
"2053","H1","Eumerus flavitarsis",7,"hoverflies","malaise traps",818
"2054","H3","Eumerus flavitarsis",7,"hoverflies","malaise traps",1106
"2055","W1","Eumerus flavitarsis",7,"hoverflies","malaise traps",815
"2056","W2","Eumerus flavitarsis",7,"hoverflies","malaise traps",1016
"2057","W3","Eumerus flavitarsis",7,"hoverflies","malaise traps",1162
"2058","WmB2","Eumerus flavitarsis",7,"hoverflies","malaise traps",1139
"2059","WmB4","Eumerus flavitarsis",7,"hoverflies","malaise traps",1654
"2060","WmB5","Eumerus flavitarsis",7,"hoverflies","malaise traps",1812
"2061","T4","Eumerus sabulonum",8,"hoverflies","malaise traps",644
"2062","W5","Eupeodes corollae",8.5,"hoverflies","malaise traps",1446
"2063","WmA3","Eupeodes corollae",8.5,"hoverflies","malaise traps",1423
"2064","H1","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",818
"2065","H3","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1106
"2066","H5","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1580
"2067","HO1","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",828
"2068","HO2","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1046
"2069","HO3","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1332
"2070","HO4","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1546
"2071","T1","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",716
"2072","W6","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1805
"2073","W7","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",2017
"2074","WmB1","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",962
"2075","WmB2","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1139
"2076","WmB4","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1654
"2077","WmB5","Eupeodes latifasciatus",8.5,"hoverflies","malaise traps",1812
"2078","H1","Eupeodes luniger",11,"hoverflies","malaise traps",818
"2079","H3","Eupeodes luniger",11,"hoverflies","malaise traps",1106
"2080","H5","Eupeodes luniger",11,"hoverflies","malaise traps",1580
"2081","H6","Eupeodes luniger",11,"hoverflies","malaise traps",1807
"2082","HO1","Eupeodes luniger",11,"hoverflies","malaise traps",828
"2083","W3","Eupeodes luniger",11,"hoverflies","malaise traps",1162
"2084","W6","Eupeodes luniger",11,"hoverflies","malaise traps",1805
"2085","W7","Eupeodes luniger",11,"hoverflies","malaise traps",2017
"2086","WmA3","Eupeodes luniger",11,"hoverflies","malaise traps",1423
"2087","WmB1","Eupeodes luniger",11,"hoverflies","malaise traps",962
"2088","WmB2","Eupeodes luniger",11,"hoverflies","malaise traps",1139
"2089","WmB3","Eupeodes luniger",11,"hoverflies","malaise traps",1418
"2090","WmB4","Eupeodes luniger",11,"hoverflies","malaise traps",1654
"2091","T4","Euthystira brachyptera",20.5,"grasshoppers","malaise traps",644
"2092","T5","Euthystira brachyptera",20.5,"grasshoppers","malaise traps",749
"2093","W2","Euthystira brachyptera",20.5,"grasshoppers","malaise traps",1016
"2094","H3","Fagisyrphus cinctus",8.5,"hoverflies","malaise traps",1106
"2095","HO3","Fagisyrphus cinctus",8.5,"hoverflies","malaise traps",1332
"2096","T1","Fagisyrphus cinctus",8.5,"hoverflies","malaise traps",716
"2097","WmB5","Fagisyrphus cinctus",8.5,"hoverflies","malaise traps",1812
"2098","H1","Ferdinandea cuprea",9.5,"hoverflies","malaise traps",818
"2099","H1","Gomphocerippus rufus",20,"grasshoppers","malaise traps",818
"2100","H2","Gomphocerippus rufus",20,"grasshoppers","malaise traps",985
"2101","H3","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1106
"2102","H4","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1326
"2103","T1","Gomphocerippus rufus",20,"grasshoppers","malaise traps",716
"2104","T4","Gomphocerippus rufus",20,"grasshoppers","malaise traps",644
"2105","T5","Gomphocerippus rufus",20,"grasshoppers","malaise traps",749
"2106","W6","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1805
"2107","WmA2","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1240
"2108","WmA3","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1423
"2109","WmB1","Gomphocerippus rufus",20,"grasshoppers","malaise traps",962
"2110","WmB2","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1139
"2111","WmB3","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1418
"2112","WmB4","Gomphocerippus rufus",20,"grasshoppers","malaise traps",1654
"2113","H1","Halictus confusus",7,"wild bees","malaise traps",818
"2114","T1","Halictus confusus",7,"wild bees","malaise traps",716
"2115","T1","Halictus rubicundus",10.5,"wild bees","malaise traps",716
"2116","T1","Halictus tumulorum",7,"wild bees","malaise traps",716
"2117","H1","Hamearis lucina",15.5,"butterflies","malaise traps",818
"2118","H2","Helophilus pendulus",12,"hoverflies","malaise traps",985
"2119","H3","Helophilus pendulus",12,"hoverflies","malaise traps",1106
"2120","H5","Helophilus pendulus",12,"hoverflies","malaise traps",1580
"2121","H4","Helophilus trivittatus",16,"hoverflies","malaise traps",1326
"2122","H2","Hesperia comma",15,"butterflies","malaise traps",985
"2123","H3","Hesperia comma",15,"butterflies","malaise traps",1106
"2124","WmB1","Hylaeus gredleri",5.5,"wild bees","malaise traps",962
"2125","WmB2","Hylaeus gredleri",5.5,"wild bees","malaise traps",1139
"2126","T1","Hylaeus sinuatus",5.5,"wild bees","malaise traps",716
"2127","H1","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",818
"2128","H2","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",985
"2129","H3","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1106
"2130","H4","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1326
"2131","H5","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1580
"2132","H6","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1807
"2133","H7","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1986
"2134","HO1","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",828
"2135","HO2","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1046
"2136","HO4","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1546
"2137","HO5","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1821
"2138","T1","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",716
"2139","W1","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",815
"2140","W3","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1162
"2141","WmA3","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1423
"2142","WmA4","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1770
"2143","WmA5","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",2034
"2144","WmB1","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",962
"2145","WmB2","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1139
"2146","WmB4","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1654
"2147","WmB5","Lapposyrphus lapponicus",10.5,"hoverflies","malaise traps",1812
"2148","H1","Lasioglossum calceatum",8.5,"wild bees","malaise traps",818
"2149","H1","Lasioglossum fulvicorne",6.5,"wild bees","malaise traps",818
"2150","H1","Lasioglossum laevigatum",8.5,"wild bees","malaise traps",818
"2151","T1","Lasioglossum laevigatum",8.5,"wild bees","malaise traps",716
"2152","H1","Lasioglossum leucozonium",9,"wild bees","malaise traps",818
"2153","T1","Lasioglossum leucozonium",9,"wild bees","malaise traps",716
"2154","H1","Lasioglossum morio",5.5,"wild bees","malaise traps",818
"2155","T1","Lasioglossum morio",5.5,"wild bees","malaise traps",716
"2156","T4","Lasioglossum morio",5.5,"wild bees","malaise traps",644
"2157","T5","Lasioglossum morio",5.5,"wild bees","malaise traps",749
"2158","T4","Lasioglossum villosulum",6.5,"wild bees","malaise traps",644
"2159","T5","Lasioglossum zonulum",9.5,"wild bees","malaise traps",749
"2160","H1","Lasiommata maera",25,"butterflies","malaise traps",818
"2161","H2","Lasiommata maera",25,"butterflies","malaise traps",985
"2162","H4","Lasiommata maera",25,"butterflies","malaise traps",1326
"2163","H5","Lasiommata maera",25,"butterflies","malaise traps",1580
"2164","HO1","Lasiommata maera",25,"butterflies","malaise traps",828
"2165","W2","Lasiommata maera",25,"butterflies","malaise traps",1016
"2166","W5","Lasiommata maera",25,"butterflies","malaise traps",1446
"2167","WmA2","Lasiommata maera",25,"butterflies","malaise traps",1240
"2168","WmB3","Lasiommata maera",25,"butterflies","malaise traps",1418
"2169","W1","Lasiommata petropolitana",22,"butterflies","malaise traps",815
"2170","W2","Lasiommata petropolitana",22,"butterflies","malaise traps",1016
"2171","W3","Lasiommata petropolitana",22,"butterflies","malaise traps",1162
"2172","W4","Lasiommata petropolitana",22,"butterflies","malaise traps",1235
"2173","H3","Lejota ruficornis",9,"hoverflies","malaise traps",1106
"2174","W4","Lejota ruficornis",9,"hoverflies","malaise traps",1235
"2175","H1","Leptidea sinapis",21,"butterflies","malaise traps",818
"2176","HO4","Leucozona glaucia",12,"hoverflies","malaise traps",1546
"2177","H5","Leucozona lucorum",11,"hoverflies","malaise traps",1580
"2178","HO2","Leucozona lucorum",11,"hoverflies","malaise traps",1046
"2179","HO4","Leucozona lucorum",11,"hoverflies","malaise traps",1546
"2180","H4","Lycaena hippothoe",16.5,"butterflies","malaise traps",1326
"2181","H4","Lycaena tityrus",15,"butterflies","malaise traps",1326
"2182","HO3","Lycaena tityrus",15,"butterflies","malaise traps",1332
"2183","HO4","Lycaena tityrus",15,"butterflies","malaise traps",1546
"2184","WmB2","Lycaena tityrus",15,"butterflies","malaise traps",1139
"2185","HO1","Maniola jurtina",24,"butterflies","malaise traps",828
"2186","T1","Maniola jurtina",24,"butterflies","malaise traps",716
"2187","T4","Maniola jurtina",24,"butterflies","malaise traps",644
"2188","T5","Maniola jurtina",24,"butterflies","malaise traps",749
"2189","W1","Maniola jurtina",24,"butterflies","malaise traps",815
"2190","H2","Mecostethus parapleurus",28,"grasshoppers","malaise traps",985
"2191","H3","Mecostethus parapleurus",28,"grasshoppers","malaise traps",1106
"2192","W3","Mecostethus parapleurus",28,"grasshoppers","malaise traps",1162
"2193","W5","Mecostethus parapleurus",28,"grasshoppers","malaise traps",1446
"2194","W7","Mecostethus parapleurus",28,"grasshoppers","malaise traps",2017
"2195","WmB3","Mecostethus parapleurus",28,"grasshoppers","malaise traps",1418
"2196","W5","Megachile alpicola",9.5,"wild bees","malaise traps",1446
"2197","H2","Megachile circumcincta",12,"wild bees","malaise traps",985
"2198","H1","Megachile ligniseca",14,"wild bees","malaise traps",818
"2199","H2","Megachile ligniseca",14,"wild bees","malaise traps",985
"2200","H5","Megachile ligniseca",14,"wild bees","malaise traps",1580
"2201","WmB2","Megachile ligniseca",14,"wild bees","malaise traps",1139
"2202","H1","Megachile nigriventris",15,"wild bees","malaise traps",818
"2203","H1","Megachile willughbiella",13.5,"wild bees","malaise traps",818
"2204","H2","Megachile willughbiella",13.5,"wild bees","malaise traps",985
"2205","T5","Megachile willughbiella",13.5,"wild bees","malaise traps",749
"2206","WmB2","Megachile willughbiella",13.5,"wild bees","malaise traps",1139
"2207","H3","Melangyna lasiophthalma",9,"hoverflies","malaise traps",1106
"2208","WmA5","Melangyna lasiophthalma",9,"hoverflies","malaise traps",2034
"2209","H3","Melangyna umbellatarum",10.5,"hoverflies","malaise traps",1106
"2210","H2","Melanogaster hirtella",7,"hoverflies","malaise traps",985
"2211","H2","Melanogaster nuda",6,"hoverflies","malaise traps",985
"2212","H3","Melanogaster nuda",6,"hoverflies","malaise traps",1106
"2213","WmB1","Melanogaster nuda",6,"hoverflies","malaise traps",962
"2214","WmB2","Melanogaster nuda",6,"hoverflies","malaise traps",1139
"2215","H1","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",818
"2216","H2","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",985
"2217","H3","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1106
"2218","H4","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1326
"2219","H5","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1580
"2220","H6","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1807
"2221","H7","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1986
"2222","HO1","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",828
"2223","HO2","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1046
"2224","HO3","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1332
"2225","HO4","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1546
"2226","HO5","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1821
"2227","T1","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",716
"2228","T4","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",644
"2229","T5","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",749
"2230","W1","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",815
"2231","W2","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1016
"2232","W3","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1162
"2233","W4","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1235
"2234","W5","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1446
"2235","W6","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1805
"2236","W7","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",2017
"2237","WmA2","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1240
"2238","WmA3","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1423
"2239","WmA4","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1770
"2240","WmA5","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",2034
"2241","WmB1","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",962
"2242","WmB2","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1139
"2243","WmB3","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1418
"2244","WmB4","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1654
"2245","WmB5","Melanostoma mellinum agg.",6.5,"hoverflies","malaise traps",1812
"2246","H4","Meligramma cingulatum",8,"hoverflies","malaise traps",1326
"2247","W3","Meligramma guttatum",8,"hoverflies","malaise traps",1162
"2248","H3","Meliscaeva auricollis",9,"hoverflies","malaise traps",1106
"2249","HO3","Meliscaeva auricollis",9,"hoverflies","malaise traps",1332
"2250","HO4","Meliscaeva auricollis",9,"hoverflies","malaise traps",1546
"2251","W3","Meliscaeva auricollis",9,"hoverflies","malaise traps",1162
"2252","WmB1","Meliscaeva auricollis",9,"hoverflies","malaise traps",962
"2253","WmB3","Meliscaeva auricollis",9,"hoverflies","malaise traps",1418
"2254","H4","Meliscaeva cinctella",9,"hoverflies","malaise traps",1326
"2255","HO2","Meliscaeva cinctella",9,"hoverflies","malaise traps",1046
"2256","HO4","Meliscaeva cinctella",9,"hoverflies","malaise traps",1546
"2257","WmB1","Meliscaeva cinctella",9,"hoverflies","malaise traps",962
"2258","WmB2","Meliscaeva cinctella",9,"hoverflies","malaise traps",1139
"2259","WmB4","Meliscaeva cinctella",9,"hoverflies","malaise traps",1654
"2260","T1","Melitaea athalia",19,"butterflies","malaise traps",716
"2261","H1","Melitaea diamina",19.5,"butterflies","malaise traps",818
"2262","WmB1","Melitaea diamina",19.5,"butterflies","malaise traps",962
"2263","WmB5","Melitaea diamina",19.5,"butterflies","malaise traps",1812
"2264","H4","Merodon aureus",8.5,"hoverflies","malaise traps",1326
"2265","H2","Merodon rufus",11,"hoverflies","malaise traps",985
"2266","W1","Merodon rufus",11,"hoverflies","malaise traps",815
"2267","W2","Merodon rufus",11,"hoverflies","malaise traps",1016
"2268","WmB2","Metrioptera brachyptera",19,"grasshoppers","malaise traps",1139
"2269","H1","Microdon analis",9.5,"hoverflies","malaise traps",818
"2270","WmB1","Microdon analis",9.5,"hoverflies","malaise traps",962
"2271","H1","Microdon devius",10.5,"hoverflies","malaise traps",818
"2272","HO1","Microdon devius",10.5,"hoverflies","malaise traps",828
"2273","T4","Microdon devius",10.5,"hoverflies","malaise traps",644
"2274","T5","Microdon mutabilis",10.5,"hoverflies","malaise traps",749
"2275","W2","Microdon mutabilis",10.5,"hoverflies","malaise traps",1016
"2276","H6","Miramella alpina",24.5,"grasshoppers","malaise traps",1807
"2277","H1","Myathropa florea",12,"hoverflies","malaise traps",818
"2278","H3","Myathropa florea",12,"hoverflies","malaise traps",1106
"2279","H3","Neoascia podagrica",5.5,"hoverflies","malaise traps",1106
"2280","H5","Neocnemodon pubescens",6,"hoverflies","malaise traps",1580
"2281","WmB2","Neocnemodon pubescens",6,"hoverflies","malaise traps",1139
"2282","H1","Ochlodes sylvanus",15.5,"butterflies","malaise traps",818
"2283","H2","Ochlodes sylvanus",15.5,"butterflies","malaise traps",985
"2284","HO1","Ochlodes sylvanus",15.5,"butterflies","malaise traps",828
"2285","T1","Ochlodes sylvanus",15.5,"butterflies","malaise traps",716
"2286","T4","Ochlodes sylvanus",15.5,"butterflies","malaise traps",644
"2287","T5","Ochlodes sylvanus",15.5,"butterflies","malaise traps",749
"2288","W1","Ochlodes sylvanus",15.5,"butterflies","malaise traps",815
"2289","W2","Ochlodes sylvanus",15.5,"butterflies","malaise traps",1016
"2290","W3","Ochlodes sylvanus",15.5,"butterflies","malaise traps",1162
"2291","W4","Ochlodes sylvanus",15.5,"butterflies","malaise traps",1235
"2292","W5","Ochlodes sylvanus",15.5,"butterflies","malaise traps",1446
"2293","WmB1","Ochlodes sylvanus",15.5,"butterflies","malaise traps",962
"2294","WmB2","Ochlodes sylvanus",15.5,"butterflies","malaise traps",1139
"2295","WmB5","Ochlodes sylvanus",15.5,"butterflies","malaise traps",1812
"2296","H2","Omocestus rufipes",16.5,"grasshoppers","malaise traps",985
"2297","W6","Omocestus rufipes",16.5,"grasshoppers","malaise traps",1805
"2298","WmA2","Omocestus rufipes",16.5,"grasshoppers","malaise traps",1240
"2299","WmA3","Omocestus rufipes",16.5,"grasshoppers","malaise traps",1423
"2300","WmB3","Omocestus rufipes",16.5,"grasshoppers","malaise traps",1418
"2301","WmB4","Omocestus rufipes",16.5,"grasshoppers","malaise traps",1654
"2302","H1","Omocestus viridulus",19.5,"grasshoppers","malaise traps",818
"2303","H2","Omocestus viridulus",19.5,"grasshoppers","malaise traps",985
"2304","H3","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1106
"2305","H4","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1326
"2306","H5","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1580
"2307","HO4","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1546
"2308","T1","Omocestus viridulus",19.5,"grasshoppers","malaise traps",716
"2309","T5","Omocestus viridulus",19.5,"grasshoppers","malaise traps",749
"2310","W6","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1805
"2311","W7","Omocestus viridulus",19.5,"grasshoppers","malaise traps",2017
"2312","WmA2","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1240
"2313","WmA3","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1423
"2314","WmA4","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1770
"2315","WmB1","Omocestus viridulus",19.5,"grasshoppers","malaise traps",962
"2316","WmB2","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1139
"2317","WmB3","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1418
"2318","WmB4","Omocestus viridulus",19.5,"grasshoppers","malaise traps",1654
"2319","HO4","Osmia mitis",8,"wild bees","malaise traps",1546
"2320","W2","Papilio machaon",38.5,"butterflies","malaise traps",1016
"2321","W4","Papilio machaon",38.5,"butterflies","malaise traps",1235
"2322","W5","Papilio machaon",38.5,"butterflies","malaise traps",1446
"2323","T1","Paragus albifrons",6,"hoverflies","malaise traps",716
"2324","H2","Paragus haemorrhous",5,"hoverflies","malaise traps",985
"2325","H3","Paragus haemorrhous",5,"hoverflies","malaise traps",1106
"2326","HO1","Paragus haemorrhous",5,"hoverflies","malaise traps",828
"2327","H6","Paragus punctulatus",5,"hoverflies","malaise traps",1807
"2328","WmB5","Paragus punctulatus",5,"hoverflies","malaise traps",1812
"2329","H1","Parasyrphus annulatus",7,"hoverflies","malaise traps",818
"2330","H2","Parasyrphus annulatus",7,"hoverflies","malaise traps",985
"2331","H3","Parasyrphus annulatus",7,"hoverflies","malaise traps",1106
"2332","H4","Parasyrphus annulatus",7,"hoverflies","malaise traps",1326
"2333","HO1","Parasyrphus annulatus",7,"hoverflies","malaise traps",828
"2334","HO2","Parasyrphus annulatus",7,"hoverflies","malaise traps",1046
"2335","HO3","Parasyrphus annulatus",7,"hoverflies","malaise traps",1332
"2336","T1","Parasyrphus annulatus",7,"hoverflies","malaise traps",716
"2337","W3","Parasyrphus annulatus",7,"hoverflies","malaise traps",1162
"2338","WmB1","Parasyrphus annulatus",7,"hoverflies","malaise traps",962
"2339","WmB2","Parasyrphus annulatus",7,"hoverflies","malaise traps",1139
"2340","WmB5","Parasyrphus annulatus",7,"hoverflies","malaise traps",1812
"2341","H5","Parasyrphus macularis",9,"hoverflies","malaise traps",1580
"2342","WmB3","Parasyrphus macularis",9,"hoverflies","malaise traps",1418
"2343","H3","Parasyrphus relictus",9,"hoverflies","malaise traps",1106
"2344","H4","Parasyrphus relictus",9,"hoverflies","malaise traps",1326
"2345","H5","Parasyrphus relictus",9,"hoverflies","malaise traps",1580
"2346","H6","Parasyrphus relictus",9,"hoverflies","malaise traps",1807
"2347","H7","Parasyrphus relictus",9,"hoverflies","malaise traps",1986
"2348","HO2","Parasyrphus relictus",9,"hoverflies","malaise traps",1046
"2349","W7","Parasyrphus relictus",9,"hoverflies","malaise traps",2017
"2350","WmA4","Parasyrphus relictus",9,"hoverflies","malaise traps",1770
"2351","H2","Pelecocera scaevoides",6,"hoverflies","malaise traps",985
"2352","H3","Pelecocera scaevoides",6,"hoverflies","malaise traps",1106
"2353","H5","Pelecocera scaevoides",6,"hoverflies","malaise traps",1580
"2354","H6","Pelecocera scaevoides",6,"hoverflies","malaise traps",1807
"2355","H7","Pelecocera scaevoides",6,"hoverflies","malaise traps",1986
"2356","HO4","Pelecocera scaevoides",6,"hoverflies","malaise traps",1546
"2357","W4","Pelecocera scaevoides",6,"hoverflies","malaise traps",1235
"2358","W5","Pelecocera scaevoides",6,"hoverflies","malaise traps",1446
"2359","W6","Pelecocera scaevoides",6,"hoverflies","malaise traps",1805
"2360","W7","Pelecocera scaevoides",6,"hoverflies","malaise traps",2017
"2361","WmA3","Pelecocera scaevoides",6,"hoverflies","malaise traps",1423
"2362","WmA4","Pelecocera scaevoides",6,"hoverflies","malaise traps",1770
"2363","WmB5","Pelecocera scaevoides",6,"hoverflies","malaise traps",1812
"2364","H1","Pelecocera tricincta",5.5,"hoverflies","malaise traps",818
"2365","H1","Philhelius festivus",11,"hoverflies","malaise traps",818
"2366","H1","Philhelius laetus",9,"hoverflies","malaise traps",818
"2367","HO3","Pholidoptera aptera",23,"grasshoppers","malaise traps",1332
"2368","T4","Pholidoptera aptera",23,"grasshoppers","malaise traps",644
"2369","W2","Pholidoptera aptera",23,"grasshoppers","malaise traps",1016
"2370","HO2","Pholidoptera griseoaptera",18,"grasshoppers","malaise traps",1046
"2371","T1","Pholidoptera griseoaptera",18,"grasshoppers","malaise traps",716
"2372","WmA2","Pholidoptera griseoaptera",18,"grasshoppers","malaise traps",1240
"2373","WmB1","Pholidoptera griseoaptera",18,"grasshoppers","malaise traps",962
"2374","H5","Pieris bryoniae",23,"butterflies","malaise traps",1580
"2375","H6","Pieris bryoniae",23,"butterflies","malaise traps",1807
"2376","H7","Pieris bryoniae",23,"butterflies","malaise traps",1986
"2377","HO3","Pieris bryoniae",23,"butterflies","malaise traps",1332
"2378","HO4","Pieris bryoniae",23,"butterflies","malaise traps",1546
"2379","W3","Pieris bryoniae",23,"butterflies","malaise traps",1162
"2380","W5","Pieris bryoniae",23,"butterflies","malaise traps",1446
"2381","W6","Pieris bryoniae",23,"butterflies","malaise traps",1805
"2382","WmA2","Pieris bryoniae",23,"butterflies","malaise traps",1240
"2383","WmA4","Pieris bryoniae",23,"butterflies","malaise traps",1770
"2384","WmA5","Pieris bryoniae",23,"butterflies","malaise traps",2034
"2385","WmB3","Pieris bryoniae",23,"butterflies","malaise traps",1418
"2386","WmB5","Pieris bryoniae",23,"butterflies","malaise traps",1812
"2387","T1","Pieris rapae",25,"butterflies","malaise traps",716
"2388","T4","Pieris rapae",25,"butterflies","malaise traps",644
"2389","W1","Pieris rapae",25,"butterflies","malaise traps",815
"2390","H1","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",818
"2391","H4","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",1326
"2392","H5","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",1580
"2393","HO1","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",828
"2394","HO2","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",1046
"2395","W1","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",815
"2396","W3","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",1162
"2397","WmB1","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",962
"2398","WmB2","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",1139
"2399","WmB5","Pipiza quadrimaculata",6.5,"hoverflies","malaise traps",1812
"2400","H1","Pipizella viduata",6,"hoverflies","malaise traps",818
"2401","H2","Pipizella viduata",6,"hoverflies","malaise traps",985
"2402","HO1","Pipizella viduata",6,"hoverflies","malaise traps",828
"2403","T1","Pipizella viduata",6,"hoverflies","malaise traps",716
"2404","W2","Pipizella viduata",6,"hoverflies","malaise traps",1016
"2405","WmA2","Pipizella viduata",6,"hoverflies","malaise traps",1240
"2406","WmB1","Pipizella viduata",6,"hoverflies","malaise traps",962
"2407","WmB2","Pipizella viduata",6,"hoverflies","malaise traps",1139
"2408","HO3","Pipizella zeneggenensis",6.5,"hoverflies","malaise traps",1332
"2409","H1","Platycheirus albimanus",8.5,"hoverflies","malaise traps",818
"2410","H2","Platycheirus albimanus",8.5,"hoverflies","malaise traps",985
"2411","H3","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1106
"2412","H4","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1326
"2413","H5","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1580
"2414","H6","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1807
"2415","HO1","Platycheirus albimanus",8.5,"hoverflies","malaise traps",828
"2416","HO2","Platycheirus albimanus",8.5,"hoverflies","malaise traps",1046
